data,responsável,temperatura
domingo - 30/04/2023 09:00,Júlia,20.3
domingo - 30/04/2023 09:15,Júlia,20.54
domingo - 30/04/2023 09:30,Júlia,20.63
domingo - 30/04/2023 09:45,Júlia,20.71
domingo - 30/04/2023 10:00,Júlia,20.82
domingo - 30/04/2023 10:15,Júlia,
domingo - 30/04/2023 10:30,Júlia,21.57
domingo - 30/04/2023 10:45,Júlia,22.16
domingo - 30/04/2023 11:00,Júlia,22.11
domingo - 30/04/2023 11:15,Júlia,
domingo - 30/04/2023 11:30,Júlia,22.34
domingo - 30/04/2023 11:45,Júlia,22.56
domingo - 30/04/2023 12:00,Letícia,22.93
domingo - 30/04/2023 12:15,Letícia,23.21
domingo - 30/04/2023 12:30,Letícia,23.73
domingo - 30/04/2023 12:45,Letícia,23.7
domingo - 30/04/2023 13:00,Letícia,23.93
domingo - 30/04/2023 13:15,Letícia,24.44
domingo - 30/04/2023 13:30,Letícia,24.35
domingo - 30/04/2023 13:45,Letícia,24.62
domingo - 30/04/2023 14:00,Letícia,24.56
domingo - 30/04/2023 14:15,Letícia,24.68
domingo - 30/04/2023 14:30,Letícia,24.53
domingo - 30/04/2023 14:45,Letícia,25.04
domingo - 30/04/2023 15:00,Letícia,25.03
domingo - 30/04/2023 15:15,Letícia,24.53
domingo - 30/04/2023 15:30,Letícia,25.31
domingo - 30/04/2023 15:45,Letícia,24.95
domingo - 30/04/2023 16:00,Letícia,25.07
domingo - 30/04/2023 16:15,Letícia,25.03
domingo - 30/04/2023 16:30,Letícia,25.17
domingo - 30/04/2023 16:45,Letícia,24.94
domingo - 30/04/2023 17:00,Letícia,24.84
domingo - 30/04/2023 17:15,Letícia,
domingo - 30/04/2023 17:30,Letícia,24.92
domingo - 30/04/2023 17:45,Letícia,24.8
domingo - 30/04/2023 18:00,Letícia,24.46
domingo - 30/04/2023 18:15,Letícia,23.93
domingo - 30/04/2023 18:30,Letícia,23.86
domingo - 30/04/2023 18:45,Letícia,23.71
domingo - 30/04/2023 19:00,Letícia,23.78
domingo - 30/04/2023 19:15,Letícia,23.13
domingo - 30/04/2023 19:30,Letícia,23.59
domingo - 30/04/2023 19:45,Letícia,23.11
domingo - 30/04/2023 20:00,Letícia,22.81
domingo - 30/04/2023 20:15,Letícia,22.81
domingo - 30/04/2023 20:30,Letícia,21.69
domingo - 30/04/2023 20:45,Letícia,21.77
domingo - 30/04/2023 21:00,Letícia,21.91
domingo - 30/04/2023 21:15,Letícia,21.35
domingo - 30/04/2023 21:30,Letícia,21.37
domingo - 30/04/2023 21:45,Letícia,20.87
domingo - 30/04/2023 22:00,Letícia,20.71
domingo - 30/04/2023 22:15,Letícia,20.26
domingo - 30/04/2023 22:30,Letícia,20.02
domingo - 30/04/2023 22:45,Letícia,20.13
domingo - 30/04/2023 23:00,Letícia,19.62
domingo - 30/04/2023 23:15,Letícia,19.43
domingo - 30/04/2023 23:30,Letícia,19.25
domingo - 30/04/2023 23:45,Letícia,19.24
